_id,airlineCode,airlineFlitername,airlineName,arrivalAirportCode,arrivalAirportName,arrivalCityCode,arrivalCityName,arrivalDate,arrivalTerminal,arrivalTime,crossDays,departureAirportCode,departureAirportName,departureCityCode,departureCityName,departureDate,departureTerminal,departureTime,flightDetails,flightKey,seats,stopType,stuTicketGrp,transit.TransferCity,transit.TransferSpan,transit.TransitType,transit.isChangeAirport,transit.isChangeTerminal,transit.isCrossday,validatingAirlineCode
64623b57049781f013573eaf,CX,國泰航空,國泰航空,KIX,關西機場,OSA,大阪,5月30日,T1,06:35,1,TPE,桃園國際機場,TPE,台北,5月29日,T1,08:00,"[{""departureFullDate"":""20230529"",""departureDate"":""5月29日"",""arrivalDate"":""5月29日"",""goDate"":""2023-05-29"",""departureTime"":""08:00"",""toDate"":""2023-05-29"",""arrivalTime"":""09:55"",""isRedEye"":false,""durationMinutes"":115,""transferStayMinutes"":955,""departureCity"":""TPE"",""departureCityCode"":""TPE"",""departureCityName"":""台北"",""arrivalCity"":""HKG"",""arrivalCityCode"":""HKG"",""arrivalCityName"":""香港"",""airlineCode"":""CX"",""airline"":""國泰航空"",""flightNo"":""CX407"",""operatingAirlineCode"":null,""operatingAirline"":null,""operatingFlightNo"":"""",""craft"":{""craftType"":""359"",""enName"":null,""widthLevel"":null,""minSeats"":314,""maxSeats"":475,""craftName"":""空中巴士 A359""},""transitType"":1,""departureAirportCode"":""TPE"",""departureAirportName"":""桃園國際機場"",""departureTerminal"":""T1"",""arrivalAirportCode"":""HKG"",""arrivalAirportName"":""香港國際機場"",""arrivalTerminal"":""T1"",""cabinType"":""tourist"",""cabinDesc"":""經濟艙"",""bookingClass"":""M"",""crossDays"":0,""stopList"":[],""transfer"":{""isCrossday"":true,""isChangeAirport"":false,""isChangeTerminal"":false,""TransitType"":1,""TransferCity"":""香港"",""TransferSpan"":""15h55m""},""seqNo"":1,""segmentNo"":1,""sequenceNo"":1,""baggageStraight"":0,""dterminal"":""T1"",""aterminal"":""T1"",""dport"":""TPE"",""aport"":""HKG""},{""departureFullDate"":""20230530"",""departureDate"":""5月30日"",""arrivalDate"":""5月30日"",""goDate"":""2023-05-30"",""departureTime"":""01:50"",""toDate"":""2023-05-30"",""arrivalTime"":""06:35"",""isRedEye"":true,""durationMinutes"":225,""transferStayMinutes"":null,""departureCity"":""HKG"",""departureCityCode"":""HKG"",""departureCityName"":""香港"",""arrivalCity"":""OSA"",""arrivalCityCode"":""OSA"",""arrivalCityName"":""大阪"",""airlineCode"":""CX"",""airline"":""國泰航空"",""flightNo"":""CX566"",""operatingAirlineCode"":null,""operatingAirline"":null,""operatingFlightNo"":"""",""craft"":{""craftType"":""359"",""enName"":null,""widthLevel"":null,""minSeats"":314,""maxSeats"":475,""craftName"":""空中巴士 A359""},""transitType"":0,""departureAirportCode"":""HKG"",""departureAirportName"":""香港國際機場"",""departureTerminal"":""T1"",""arrivalAirportCode"":""KIX"",""arrivalAirportName"":""關西機場"",""arrivalTerminal"":""T1"",""cabinType"":""tourist"",""cabinDesc"":""經濟艙"",""bookingClass"":""M"",""crossDays"":0,""stopList"":[],""transfer"":null,""seqNo"":2,""segmentNo"":1,""sequenceNo"":2,""baggageStraight"":0,""dterminal"":""T1"",""aterminal"":""T1"",""dport"":""HKG"",""aport"":""KIX""}]",CX407CX566,"[{""seatCount"":3,""seatType"":""Ct"",""feeConfirm"":true,""currencyCode"":""TWD"",""price"":19175,""averagePrice"":19175,""averagePriceNoTax"":14731,""priceWithoutTax"":14731,""priceWithTax"":19175,""adultPrice"":14731,""adultCnt"":1,""adultTax"":4444,""childPrice"":0,""childTax"":0,""childCnt"":0,""infantPrice"":0,""infantTax"":0,""infantCnt"":0,""selectedFlightParas"":""{\""OutBoundToken\"":\""a78b9b27a193714b\"",\""RouteSearchToken\"":\""800000010OJ3G04T01bs0n000V016p0OY020G0ZLWCXD800000000eW000000000012M-We82000058000ONO0003j30QYZIOX68000000001Z|||ECONOMY LIGHT/ECONOMY LIGHT|\""}"",""selectedFlightInfo"":""{\""Airline\"":{\""Code\"":\""CX\"",\""Name\"":\""國泰航空\""},\""ArrivalAirport\"":{\""Code\"":\""KIX\"",\""Name\"":\""關西機場\"",\""Terminal\"":\""T1\"",\""change\"":false},\""ArrivalDate\"":1685399700000,\""DepartureAirport\"":{\""Code\"":\""TPE\"",\""Name\"":\""桃園國際機場\"",\""Terminal\"":\""T1\"",\""change\"":false},\""DepartureDate\"":1685318400000,\""FlightNo\"":\""CX407 CX566\"",\""FromAirport\"":\""桃園國際機場\"",\""GoTime\"":\""2023年05月29日 08:00\"",\""ToAirport\"":\""關西機場\"",\""ToTime\"":\""2023年05月30日 06:35\"",\""TransitDesc\"":\""1程中轉\""}"",""displayCategory"":1,""classType"":""經濟艙"",""allClassType"":null,""engineType"":""Ctrip"",""remarkId"":""{\""channel\"":\""GDS-WS\"",\""hasChildTraveler\"":false,\""journeyType\"":\""RoundTrip\"",\""penaltiesKey\"":\""[$V2$]H4sIAAAAAAAAAG2SzarTQBSAO0lbcoNIHEW8AwpmpYXCmUkmTbNKmvam/38JNC1urN4LFVdyV+JCn0DXLnVTH8KdD+ADCK58D2eaH1uuIcxMvhm+nDnn6A/1MwoAzGVAsWG/pKzdvnRc22o52xc2/l7X61E3bq5ifBZcXe1e755fX5K66/CWbZm/qhrCSpiSr0h35HKZkPsaMhAxdDXoJgY6r+SP4Iqh3OR4dyBYDg+QeS4sajhdZ/vXe//xYaHt/cY9sYUmRJskjM4XwdJUAVxBlf9SFaMF0RaShv2Mmr+RLiLEkfxHMu8RtT+KTBF+4y4DZjWBN1k7AdcDEC87gW2Pc8lrYWpDy0dzlCIhUrB0EHU0SE9FFiRAPX4qktDxrELEHacUqVg6iAzrWOQ0gSbU8YAfiTLoevSfiPuKECmNb0jcrdL4grKkfhazSCY29BoAHfA7h2S+7/s5SUYZqQwLMhvkhJZnVhnxnxUkzkllW5DIysnMx7d1db0sLGb+fZE7PuT1hI8+u6XXphednig9vAOGdSMOo2DSGQ+m0Xw2HoTrxiNxGaJX400iDsX9gMjBrMeblFvwBLFpWchZHMi0PT3I//z0mZqsuh6adMq+GMoOWFYpb9sbZTrcVjl16SvE3qppL/2EKnuE2ELWU6jKMmS++Y/Ct+iUHXXDBzYF4XuDxkfKv2eehtZfAwAA\"",\""searchInTw\"":false}"",""fareInfo"":null,""planCategory"":""CTRIP_PRIORITIZING"",""resourceName"":""線上專賣"",""resourceDesc"":""由海外供應商提供"",""freeBaggage"":3,""productDesc"":""由海外供應商提供"",""ticketingDesc"":""付款後2小時出票"",""ticketingCode"":1,""ageRestriction"":"""",""passportTag"":null,""companionFare"":null,""combineTag"":null,""FarePenaltiesFlag"":2,""FarePenalties"":{""baggageFormats"":[{""segmentNo"":1,""sequenceNo"":null,""fromCity"":{""code"":""TPE"",""country"":null,""lineType"":null,""Name"":""台北""},""toCity"":{""code"":""OSA"",""country"":null,""lineType"":null,""Name"":""大阪""},""passengerType"":""Adult"",""checkInBaggage"":{""weight"":23,""unit"":""N"",""piece"":1,""size"":""158CM"",""sizeType"":1,""text"":""每人1件，每件23公斤，每件三邊之和不可超過158CM。""},""carryOnBaggage"":{""weight"":7,""unit"":""N"",""piece"":1,""size"":""56*36*23CM"",""sizeType"":2,""text"":""每人1件，每件7公斤，每件三邊不可超過56*36*23CM。""},""route"":null},{""segmentNo"":2,""sequenceNo"":null,""fromCity"":{""code"":""OSA"",""country"":null,""lineType"":null,""Name"":""大阪""},""toCity"":{""code"":""TPE"",""country"":null,""lineType"":null,""Name"":""台北""},""passengerType"":""Adult"",""checkInBaggage"":{""weight"":23,""unit"":""N"",""piece"":1,""size"":""158CM"",""sizeType"":1,""text"":""每人1件，每件23公斤，每件三邊之和不可超過158CM。""},""carryOnBaggage"":{""weight"":7,""unit"":""N"",""piece"":1,""size"":""56*36*23CM"",""sizeType"":2,""text"":""每人1件，每件7公斤，每件三邊不可超過56*36*23CM。""},""route"":null}],""penaltyFormat"":null,""baggageTag"":""行李每成人1*23KG"",""penaltyFlag"":0,""penaltyTag"":null,""FarePenaltiesFlag"":2,""Penalties"":null,""Baggages"":[{""Segment"":""1"",""Text"":""TPE-HKG: 成人:1件,每件23公斤；|HKG-OSA: 成人:1件,每件23公斤；""},{""Segment"":""2"",""Text"":""OSA-TPE: 成人:1件,每件23公斤；""}],""NationDisallowed"":"""",""NationAllowed"":"""",""CityAllowed"":"""",""Remark"":null},""easeTag"":null,""ticketType"":null,""license"":null}]",1,false,香港,15h55m,1,false,false,true,CX
64623b57049781f013573eb0,JL,日本航空,日本航空,ITM,大阪伊丹機場,OSA,大阪,5月29日,,16:05,0,TSA,松山機場,TPE,台北,5月29日,T1,09:10,"[{""departureFullDate"":""20230529"",""departureDate"":""5月29日"",""arrivalDate"":""5月29日"",""goDate"":""2023-05-29"",""departureTime"":""09:10"",""toDate"":""2023-05-29"",""arrivalTime"":""13:20"",""isRedEye"":false,""durationMinutes"":190,""transferStayMinutes"":100,""departureCity"":""TPE"",""departureCityCode"":""TPE"",""departureCityName"":""台北"",""arrivalCity"":""TYO"",""arrivalCityCode"":""TYO"",""arrivalCityName"":""東京"",""airlineCode"":""JL"",""airline"":""日本航空"",""flightNo"":""JL096"",""operatingAirlineCode"":null,""operatingAirline"":null,""operatingFlightNo"":"""",""craft"":{""craftType"":""788"",""enName"":null,""widthLevel"":null,""minSeats"":210,""maxSeats"":250,""craftName"":""波音 787-8""},""transitType"":1,""departureAirportCode"":""TSA"",""departureAirportName"":""松山機場"",""departureTerminal"":""T1"",""arrivalAirportCode"":""HND"",""arrivalAirportName"":""東京羽田機場"",""arrivalTerminal"":""T3"",""cabinType"":""tourist"",""cabinDesc"":""經濟艙"",""bookingClass"":""S"",""crossDays"":0,""stopList"":[],""transfer"":{""isCrossday"":false,""isChangeAirport"":false,""isChangeTerminal"":true,""TransitType"":1,""TransferCity"":""東京"",""TransferSpan"":""1h40m""},""seqNo"":1,""segmentNo"":1,""sequenceNo"":1,""baggageStraight"":0,""dterminal"":""T1"",""aterminal"":""T3"",""dport"":""TSA"",""aport"":""HND""},{""departureFullDate"":""20230529"",""departureDate"":""5月29日"",""arrivalDate"":""5月29日"",""goDate"":""2023-05-29"",""departureTime"":""15:00"",""toDate"":""2023-05-29"",""arrivalTime"":""16:05"",""isRedEye"":false,""durationMinutes"":65,""transferStayMinutes"":null,""departureCity"":""TYO"",""departureCityCode"":""TYO"",""departureCityName"":""東京"",""arrivalCity"":""OSA"",""arrivalCityCode"":""OSA"",""arrivalCityName"":""大阪"",""airlineCode"":""JL"",""airline"":""日本航空"",""flightNo"":""JL125"",""operatingAirlineCode"":null,""operatingAirline"":null,""operatingFlightNo"":"""",""craft"":{""craftType"":""788"",""enName"":null,""widthLevel"":null,""minSeats"":210,""maxSeats"":250,""craftName"":""波音 787-8""},""transitType"":0,""departureAirportCode"":""HND"",""departureAirportName"":""東京羽田機場"",""departureTerminal"":""T1"",""arrivalAirportCode"":""ITM"",""arrivalAirportName"":""大阪伊丹機場"",""arrivalTerminal"":"""",""cabinType"":""tourist"",""cabinDesc"":""經濟艙"",""bookingClass"":""S"",""crossDays"":0,""stopList"":[],""transfer"":null,""seqNo"":2,""segmentNo"":1,""sequenceNo"":2,""baggageStraight"":0,""dterminal"":""T1"",""aterminal"":"""",""dport"":""HND"",""aport"":""ITM""}]",JL096JL125,"[{""seatCount"":9,""seatType"":""Ct"",""feeConfirm"":true,""currencyCode"":""TWD"",""price"":18688,""averagePrice"":18688,""averagePriceNoTax"":12361,""priceWithoutTax"":12361,""priceWithTax"":18688,""adultPrice"":12361,""adultCnt"":1,""adultTax"":6327,""childPrice"":0,""childTax"":0,""childCnt"":0,""infantPrice"":0,""infantTax"":0,""infantCnt"":0,""selectedFlightParas"":""{\""OutBoundToken\"":\""34488461197f9285\"",\""RouteSearchToken\"":\""800000010OK4m04z00O32X003-W0FfXGY4TWG5t0meXJ1880PIOKGh580000000Km0000000000061yNOe82000058000YiK0000_HXIOQwWX68000000006h\""}"",""selectedFlightInfo"":""{\""Airline\"":{\""Code\"":\""JL\"",\""Name\"":\""日本航空\""},\""ArrivalAirport\"":{\""Code\"":\""ITM\"",\""Name\"":\""大阪伊丹機場\"",\""Terminal\"":\""\"",\""change\"":false},\""ArrivalDate\"":1685347500000,\""DepartureAirport\"":{\""Code\"":\""TSA\"",\""Name\"":\""松山機場\"",\""Terminal\"":\""T1\"",\""change\"":false},\""DepartureDate\"":1685322600000,\""FlightNo\"":\""JL096 JL125\"",\""FromAirport\"":\""松山機場\"",\""GoTime\"":\""2023年05月29日 09:10\"",\""ToAirport\"":\""大阪伊丹機場\"",\""ToTime\"":\""2023年05月29日 16:05\"",\""TransitDesc\"":\""1程中轉\""}"",""displayCategory"":1,""classType"":""經濟艙"",""allClassType"":null,""engineType"":""Amadeus"",""remarkId"":""{\""adult\"":1,\""channel\"":\""1A-WS\"",\""child\"":0,\""hasChildTraveler\"":false,\""journeyType\"":\""RoundTrip\"",\""penaltiesKey\"":\""[$V2$]H4sIAAAAAAAAAO1VTY/bRBiO7bTamBZSc6GWilqfIErQeJJ47ZySTXbbZEM2xIZQIZAmzjgdKRsb2ylEqLBHJH4BHBASF65IIPEP+Cnc+AdIvDN2kt1tKWckcnDmeT+eeb9mRr2nlkyEED60bKSVG3MTOw617Eb90Jr5De2v19QbZqc2dbVSJwjYkpGU6jdtq3nYqBt/vHogafJgqP8qqRpfTjy9eCCVJfjKZVn7XlKVTs/T+OcNySiDieJNe3cL8Lu4+3u78iZIJFc/cIcjNLJ7x4YynvQrGXzYOwa9/C96RZM+eJm++DJ/41tZhZi1rgjM7ejKo1HPgIQqr2OE6zXUrGHHQ07LRC0o0WWhWW9hLmzdGAyRY7UlIJE17q8rfe/d50jMJje+TmK1UDMnMXETSHqQkHLa/1BXRhPvMolVQ6Zn4mxTfEVYbzVFJDcHQws62ZYhlKLGCXTFGx8/z2JfzUcIgbe5DcVGTluufCcBS0EvAcXUxPZRv/J13s4L+Ic2ardV+dHgDm9mob1oX4YFKqA3zbVfCejm8OLLTHuawR+WAj5+L4N//izgWT83/qQt5qXwzW/tB9sFvqPeSqIlSyOyOaerVJNO8C8l9VZEV2SZMpqc0o32Y+kLY84SMlvSbhqzaCyUG6MVkGVCqwYYrzYTGqxX851s8dQjix1KnoRRxFaL99cMTAzHOqRkVg9qJpkFtYZv4Zozt6yaY1GQz1ATI9uoGtzWrNtVI/BPSEyHLEmN1kcQC41InHYZD8Hgjanmoh6cKRDtB+P+duTAhMQxe0pzrzO3A6KELnjS3XC9AmbMBSTtLkmSgIlrZPhhTOac9TFgn5PQGNBgCDCAqI5IwoT59ihUjZTELAhGIUjhlPCtfZ9v0Q0FUe6422d7pKpGvF5S4YZhqACHMVuwlben41UJfJd+CoWBuq+3qzwRboPAIgxhyUsBIA7XKVQ+V4WfxalYRFAMqFbGve9kzHzu9g7Kk9tMIKSd+pytxuRz4Q/zIHLijdnpyXlWSeEf0dine8SZpyx9AuH0ct9c5ZMUIfuE0svYuYpNvMezUAwaela9NgpZU18wCvxg3t+e+eujkA3Qf3kU8P+j8PEzrKm3+8l4fxXxq6ysvsKSEV10RDQgqTyAF+qeWvSmXVfjl3p2s+/v5reK+G3xiHEVHyi49FuSe7R7+QaSPSnypvwkSWAKT9UZf+/y9+EfTf8GPfVMEB8IAAA=\"",\""routeSearchToken\"":\""800000010OK4m04z00O32X003-W0FfXGY4TWG5t0meXJ1880PIOKGh580000000Km0000000000061yNOe82000058000YiK0000_HXIOQwWX68000000006h\"",\""searchCriteriaToken\"":\""KLUv_QBQuQIACwgBEJSoARjPKSCA8LemhjEMCwgCEM8pGJSoASCAmISihzEMEwgBEAEYARQYASACKA0wz-s0QygAMAA4AEAASABQAIABAJABAKgBALgBAERIAFAAYNJG\"",\""searchInTw\"":false}"",""fareInfo"":null,""planCategory"":""CTRIP_PRIORITIZING"",""resourceName"":""線上專賣"",""resourceDesc"":""由海外供應商提供"",""freeBaggage"":3,""productDesc"":""由海外供應商提供"",""ticketingDesc"":""付款後1小時出票"",""ticketingCode"":1,""ageRestriction"":"""",""passportTag"":null,""companionFare"":null,""combineTag"":null,""FarePenaltiesFlag"":1,""FarePenalties"":{""baggageFormats"":[{""segmentNo"":1,""sequenceNo"":null,""fromCity"":{""code"":""TPE"",""country"":null,""lineType"":null,""Name"":""台北""},""toCity"":{""code"":""OSA"",""country"":null,""lineType"":null,""Name"":""大阪""},""passengerType"":""Adult"",""checkInBaggage"":{""weight"":23,""unit"":""N"",""piece"":2,""size"":""203CM"",""sizeType"":1,""text"":""每人2件，每件23公斤，每件三邊之和不可超過203CM。""},""carryOnBaggage"":{""weight"":10,""unit"":""N"",""piece"":1,""size"":""55*40*25CM"",""sizeType"":2,""text"":""每人1件，每件10公斤，每件三邊不可超過55*40*25CM。""},""route"":null},{""segmentNo"":2,""sequenceNo"":null,""fromCity"":{""code"":""OSA"",""country"":null,""lineType"":null,""Name"":""大阪""},""toCity"":{""code"":""TPE"",""country"":null,""lineType"":null,""Name"":""台北""},""passengerType"":""Adult"",""checkInBaggage"":{""weight"":23,""unit"":""N"",""piece"":2,""size"":""203CM"",""sizeType"":1,""text"":""每人2件，每件23公斤，每件三邊之和不可超過203CM。""},""carryOnBaggage"":{""weight"":-1,""unit"":""N"",""piece"":1,""size"":""56*36*23CM"",""sizeType"":2,""text"":""每人1件，每件三邊不可超過56*36*23CM。""},""route"":null}],""penaltyFormat"":null,""baggageTag"":""行李每成人2*23KG"",""penaltyFlag"":0,""penaltyTag"":null,""FarePenaltiesFlag"":1,""Penalties"":null,""Baggages"":[{""Segment"":""1"",""Text"":""TPE-TYO: 成人:2件, 每件不超过23公斤 ；|TYO-OSA: 成人:2件, 每件不超过23公斤 ；---1:2114""},{""Segment"":""2"",""Text"":""OSA-TYO: 成人:2件, 每件不超过23公斤 ；|TYO-TPE: 成人:2件, 每件不超过23公斤 ；---1:2114""}],""NationDisallowed"":"""",""NationAllowed"":"""",""CityAllowed"":"""",""Remark"":null},""easeTag"":null,""ticketType"":null,""license"":null}]",1,false,東京,1h40m,1,false,true,false,JL
